tournament,eid,year,round,player_a,player_a_pid,player_b,player_b_pid,score_a,score_b,winner,winner_pid,loser,loser_pid
World Championship,24218,2021,Last 32,Dave Chisnall,4101,Danny Noppert,13202,4,2,Dave Chisnall,4101,Danny Noppert,13202
World Championship,24218,2021,Last 32,Joe Cullen,6487,Jonny Clayton,6861,4,3,Joe Cullen,6487,Jonny Clayton,6861
World Championship,24218,2021,Last 32,Michael van Gerwen,1395,Ricky Evans,1734,4,0,Michael van Gerwen,1395,Ricky Evans,1734
World Championship,24218,2021,Last 16,Daryl Gurney,2479,Vincent van der Voort,1499,4,2,Daryl Gurney,2479,Vincent van der Voort,1499
World Championship,24218,2021,Last 16,Gerwyn Price,16492,Mervyn King,168,4,1,Gerwyn Price,16492,Mervyn King,168
World Championship,24218,2021,Last 16,Stephen Bunting,192,Ryan Searle,10584,4,3,Stephen Bunting,192,Ryan Searle,10584
World Championship,24218,2021,Last 16,Krzysztof Ratajski,5422,Gabriel Clemens,3097,4,3,Krzysztof Ratajski,5422,Gabriel Clemens,3097
World Championship,24218,2021,Last 16,Dirk van Duijvenbode,10070,Glen Durrant,80,4,3,Dirk van Duijvenbode,10070,Glen Durrant,80
World Championship,24218,2021,Last 16,Gary Anderson,181,Devon Petersen,9003,4,0,Gary Anderson,181,Devon Petersen,9003
World Championship,24218,2021,Last 16,Dave Chisnall,4101,Dimitri van den Bergh,11656,4,2,Dave Chisnall,4101,Dimitri van den Bergh,11656
World Championship,24218,2021,Last 16,Michael van Gerwen,1395,Joe Cullen,6487,4,3,Michael van Gerwen,1395,Joe Cullen,6487
World Championship,24218,2021,Quarter Final,Gerwyn Price,16492,Daryl Gurney,2479,5,4,Gerwyn Price,16492,Daryl Gurney,2479
World Championship,24218,2021,Quarter Final,Stephen Bunting,192,Krzysztof Ratajski,5422,5,3,Stephen Bunting,192,Krzysztof Ratajski,5422
World Championship,24218,2021,Quarter Final,Gary Anderson,181,Dirk van Duijvenbode,10070,5,1,Gary Anderson,181,Dirk van Duijvenbode,10070
World Championship,24218,2021,Quarter Final,Dave Chisnall,4101,Michael van Gerwen,1395,5,0,Dave Chisnall,4101,Michael van Gerwen,1395
World Championship,24218,2021,Semi Final,Gerwyn Price,16492,Stephen Bunting,192,6,4,Gerwyn Price,16492,Stephen Bunting,192
World Championship,24218,2021,Semi Final,Gary Anderson,181,Dave Chisnall,4101,6,3,Gary Anderson,181,Dave Chisnall,4101
World Championship,24218,2021,Final,Gerwyn Price,16492,Gary Anderson,181,7,3,Gerwyn Price,16492,Gary Anderson,181
World Championship,23534,2022,Last 96,Ricky Evans,1734,Nitin Kumar,4929,3,0,Ricky Evans,1734,Nitin Kumar,4929
World Championship,23534,2022,Last 96,Raymond van Barneveld,2,Lourence Ilagan,2167,3,0,Raymond van Barneveld,2,Lourence Ilagan,2167
World Championship,23534,2022,Last 96,Chris Landman,21704,Scott Mitchell,3899,3,0,Chris Landman,21704,Scott Mitchell,3899
World Championship,23534,2022,Last 96,Adrian Lewis,5,Matt Campbell,18872,3,1,Adrian Lewis,5,Matt Campbell,18872
World Championship,23534,2022,Last 96,Rowby-John Rodriguez,9750,Nick Kenny,10013,3,0,Rowby-John Rodriguez,9750,Nick Kenny,10013
World Championship,23534,2022,Last 96,Mike de Decker,16530,Darius Labanauskas,4333,3,1,Mike de Decker,16530,Darius Labanauskas,4333
World Championship,23534,2022,Last 96,Rusty-Jake Rodriguez,16370,Ben Robb,65862,3,1,Rusty-Jake Rodriguez,16370,Ben Robb,65862
World Championship,23534,2022,Last 96,Chas Barstow,12242,John Norman-Jnr,2595,3,1,Chas Barstow,12242,John Norman-Jnr,2595
World Championship,23534,2022,Last 96,Callan Rydz,25544,Yuki Yamada,2852,3,0,Callan Rydz,25544,Yuki Yamada,2852
World Championship,23534,2022,Last 96,Joe Murnan,2582,Paul Lim,1566,3,2,Joe Murnan,2582,Paul Lim,1566
World Championship,23534,2022,Last 96,Alan Soutar,2201,Diogo Portela,16009,3,2,Alan Soutar,2201,Diogo Portela,16009
World Championship,23534,2022,Last 96,Jason Lowe,1489,Daniel Larsson,2381,3,0,Jason Lowe,1489,Daniel Larsson,2381
World Championship,23534,2022,Last 96,Jason Heaver,17484,Gordon Mathers,12573,3,1,Jason Heaver,17484,Gordon Mathers,12573
World Championship,23534,2022,Last 96,William Borland,20175,Bradley Brooks,18325,3,2,William Borland,20175,Bradley Brooks,18325
World Championship,23534,2022,Last 96,Luke Woodhouse,10621,James Wilson,2559,3,1,Luke Woodhouse,10621,James Wilson,2559
World Championship,23534,2022,Last 96,Ryan Meikle,18296,Fabian Schmutzler,74970,3,0,Ryan Meikle,18296,Fabian Schmutzler,74970
World Championship,23534,2022,Last 96,Ryan Joyce,16151,Roman Benecky,63514,3,2,Ryan Joyce,16151,Roman Benecky,63514
World Championship,23534,2022,Last 96,Steve Lennon,12746,Madars Razma,9017,3,1,Steve Lennon,12746,Madars Razma,9017
World Championship,23534,2022,Last 96,Raymond Smith,6978,Jamie Hughes,3833,3,1,Raymond Smith,6978,Jamie Hughes,3833
World Championship,23534,2022,Last 96,Florian Hempel,48918,Martin Schindler,16749,3,0,Florian Hempel,48918,Martin Schindler,16749
World Championship,23534,2022,Last 96,Martijn Kleermaker,17086,John Michael,2154,3,1,Martijn Kleermaker,17086,John Michael,2154
World Championship,23534,2022,Last 96,Jim Williams,4588,Ted Evetts,16705,3,1,Jim Williams,4588,Ted Evetts,16705
World Championship,23534,2022,Last 96,Adam Hunt,10575,Boris Krcmar,6571,3,0,Adam Hunt,10575,Boris Krcmar,6571
World Championship,23534,2022,Last 96,Maik Kuivenhoven,25506,Ky Smith,71800,3,1,Maik Kuivenhoven,25506,Ky Smith,71800
World Championship,23534,2022,Last 96,William O'Connor,8798,Danny Lauby II,9978,3,2,William O'Connor,8798,Danny Lauby II,9978
World Championship,23534,2022,Last 96,Ron Meulenkamp,937,Lisa Ashton,5619,3,0,Ron Meulenkamp,937,Lisa Ashton,5619
World Championship,23534,2022,Last 96,Lewy Williams,74969,Toyokazu Shibata,55016,3,0,Lewy Williams,74969,Toyokazu Shibata,55016
World Championship,23534,2022,Last 96,Keane Barry,25478,Royden Lam,5643,3,2,Keane Barry,25478,Royden Lam,5643
World Championship,23534,2022,Last 96,Boris Koltsov,14210,Jermaine Wattimena,7462,3,0,Boris Koltsov,14210,Jermaine Wattimena,7462
World Championship,23534,2022,Last 96,Ross Smith,1596,Jeff Smith,4965,3,0,Ross Smith,1596,Jeff Smith,4965
World Championship,23534,2022,Last 96,Steve Beaton,33,Fallon Sherrock,12670,3,2,Steve Beaton,33,Fallon Sherrock,12670
World Championship,23534,2022,Last 96,Ritchie Edhouse,17485,Peter Hudson,9139,3,2,Ritchie Edhouse,17485,Peter Hudson,9139
World Championship,23534,2022,Last 64,Daryl Gurney,2479,Ricky Evans,1734,3,1,Daryl Gurney,2479,Ricky Evans,1734
World Championship,23534,2022,Last 64,Rob Cross,18934,Raymond van Barneveld,2,3,1,Rob Cross,18934,Raymond van Barneveld,2
World Championship,23534,2022,Last 64,Ian White,2213,Chris Landman,21704,3,1,Ian White,2213,Chris Landman,21704
World Championship,23534,2022,Last 64,Gary Anderson,181,Adrian Lewis,5,3,1,Gary Anderson,181,Adrian Lewis,5
World Championship,23534,2022,Last 64,Luke Humphries,11822,Rowby-John Rodriguez,9750,3,0,Luke Humphries,11822,Rowby-John Rodriguez,9750
World Championship,23534,2022,Last 64,Dave Chisnall,4101,Mike de Decker,16530,3,0,Dave Chisnall,4101,Mike de Decker,16530
World Championship,23534,2022,Last 64,Chris Dobey,16076,Rusty-Jake Rodriguez,16370,3,2,Chris Dobey,16076,Rusty-Jake Rodriguez,16370
World Championship,23534,2022,Last 64,Michael van Gerwen,1395,Chas Barstow,12242,3,1,Michael van Gerwen,1395,Chas Barstow,12242
World Championship,23534,2022,Last 64,Callan Rydz,25544,Brendan Dolan,1607,3,0,Callan Rydz,25544,Brendan Dolan,1607
World Championship,23534,2022,Last 64,Nathan Aspinall,13326,Joe Murnan,2582,3,2,Nathan Aspinall,13326,Joe Murnan,2582
World Championship,23534,2022,Last 64,Alan Soutar,2201,Mensur Suljovic,1933,3,2,Alan Soutar,2201,Mensur Suljovic,1933
World Championship,23534,2022,Last 64,Jose de Sousa,12892,Jason Lowe,1489,3,2,Jose de Sousa,12892,Jason Lowe,1489
World Championship,23534,2022,Last 64,Danny Noppert,13202,Jason Heaver,17484,3,1,Danny Noppert,13202,Jason Heaver,17484
World Championship,23534,2022,Last 64,Ryan Searle,10584,William Borland,20175,3,0,Ryan Searle,10584,William Borland,20175
World Championship,23534,2022,Last 64,Damon Heta,4842,Luke Woodhouse,10621,3,1,Damon Heta,4842,Luke Woodhouse,10621
World Championship,23534,2022,Last 64,Peter Wright,1463,Ryan Meikle,18296,3,0,Peter Wright,1463,Ryan Meikle,18296
World Championship,23534,2022,Last 64,Mervyn King,168,Ryan Joyce,16151,3,2,Mervyn King,168,Ryan Joyce,16151
World Championship,23534,2022,Last 64,Steve Lennon,12746,Krzysztof Ratajski,5422,3,1,Steve Lennon,12746,Krzysztof Ratajski,5422
World Championship,23534,2022,Last 64,Raymond Smith,6978,Devon Petersen,9003,3,0,Raymond Smith,6978,Devon Petersen,9003
World Championship,23534,2022,Last 64,Florian Hempel,48918,Dimitri van den Bergh,11656,3,1,Florian Hempel,48918,Dimitri van den Bergh,11656
World Championship,23534,2022,Last 64,Martijn Kleermaker,17086,Simon Whitlock,1500,3,1,Martijn Kleermaker,17086,Simon Whitlock,1500
World Championship,23534,2022,Last 64,Joe Cullen,6487,Jim Williams,4588,3,2,Joe Cullen,6487,Jim Williams,4588
World Championship,23534,2022,Last 64,Vincent van der Voort,1499,Adam Hunt,10575,3,0,Vincent van der Voort,1499,Adam Hunt,10575
World Championship,23534,2022,Last 64,James Wade,11,Maik Kuivenhoven,25506,3,1,James Wade,11,Maik Kuivenhoven,25506
World Championship,23534,2022,Last 64,William O'Connor,8798,Glen Durrant,80,3,0,William O'Connor,8798,Glen Durrant,80
World Championship,23534,2022,Last 64,Michael Smith,6025,Ron Meulenkamp,937,3,0,Michael Smith,6025,Ron Meulenkamp,937
World Championship,23534,2022,Last 64,Gabriel Clemens,3097,Lewy Williams,74969,3,0,Gabriel Clemens,3097,Lewy Williams,74969
World Championship,23534,2022,Last 64,Jonny Clayton,6861,Keane Barry,25478,3,2,Jonny Clayton,6861,Keane Barry,25478
World Championship,23534,2022,Last 64,Dirk van Duijvenbode,10070,Boris Koltsov,14210,3,2,Dirk van Duijvenbode,10070,Boris Koltsov,14210
World Championship,23534,2022,Last 64,Ross Smith,1596,Stephen Bunting,192,3,2,Ross Smith,1596,Stephen Bunting,192
World Championship,23534,2022,Last 64,Kim Huybrechts,1633,Steve Beaton,33,3,1,Kim Huybrechts,1633,Steve Beaton,33
World Championship,23534,2022,Last 64,Gerwyn Price,16492,Ritchie Edhouse,17485,3,1,Gerwyn Price,16492,Ritchie Edhouse,17485
World Championship,23534,2022,Last 32,Rob Cross,18934,Daryl Gurney,2479,4,3,Rob Cross,18934,Daryl Gurney,2479
World Championship,23534,2022,Last 32,Gary Anderson,181,Ian White,2213,4,3,Gary Anderson,181,Ian White,2213
World Championship,23534,2022,Last 32,Luke Humphries,11822,Dave Chisnall,4101,0,0,Dave Chisnall,4101,Luke Humphries,11822
World Championship,23534,2022,Last 32,Chris Dobey,16076,Michael van Gerwen,1395,0,0,Michael van Gerwen,1395,Chris Dobey,16076
World Championship,23534,2022,Last 32,Callan Rydz,25544,Nathan Aspinall,13326,4,0,Callan Rydz,25544,Nathan Aspinall,13326
World Championship,23534,2022,Last 32,Alan Soutar,2201,Jose de Sousa,12892,4,3,Alan Soutar,2201,Jose de Sousa,12892
World Championship,23534,2022,Last 32,Ryan Searle,10584,Danny Noppert,13202,4,2,Ryan Searle,10584,Danny Noppert,13202
World Championship,23534,2022,Last 32,Peter Wright,1463,Damon Heta,4842,4,2,Peter Wright,1463,Damon Heta,4842
World Championship,23534,2022,Last 32,Mervyn King,168,Steve Lennon,12746,4,0,Mervyn King,168,Steve Lennon,12746
World Championship,23534,2022,Last 32,Raymond Smith,6978,Florian Hempel,48918,4,1,Raymond Smith,6978,Florian Hempel,48918
World Championship,23534,2022,Last 32,Martijn Kleermaker,17086,Joe Cullen,6487,4,3,Martijn Kleermaker,17086,Joe Cullen,6487
World Championship,23534,2022,Last 32,James Wade,11,Vincent van der Voort,1499,0,0,Vincent van der Voort,1499,James Wade,11
World Championship,23534,2022,Last 32,Michael Smith,6025,William O'Connor,8798,4,2,Michael Smith,6025,William O'Connor,8798
World Championship,23534,2022,Last 32,Jonny Clayton,6861,Gabriel Clemens,3097,4,0,Jonny Clayton,6861,Gabriel Clemens,3097
World Championship,23534,2022,Last 32,Dirk van Duijvenbode,10070,Ross Smith,1596,4,3,Dirk van Duijvenbode,10070,Ross Smith,1596
World Championship,23534,2022,Last 32,Gerwyn Price,16492,Kim Huybrechts,1633,4,3,Gerwyn Price,16492,Kim Huybrechts,1633
World Championship,23534,2022,Last 16,Gary Anderson,181,Rob Cross,18934,4,3,Gary Anderson,181,Rob Cross,18934
World Championship,23534,2022,Last 16,Luke Humphries,11822,Chris Dobey,16076,4,3,Luke Humphries,11822,Chris Dobey,16076
World Championship,23534,2022,Last 16,Callan Rydz,25544,Alan Soutar,2201,4,1,Callan Rydz,25544,Alan Soutar,2201
World Championship,23534,2022,Last 16,Peter Wright,1463,Ryan Searle,10584,4,1,Peter Wright,1463,Ryan Searle,10584
World Championship,23534,2022,Last 16,Mervyn King,168,Raymond Smith,6978,4,3,Mervyn King,168,Raymond Smith,6978
World Championship,23534,2022,Last 16,James Wade,11,Martijn Kleermaker,17086,4,0,James Wade,11,Martijn Kleermaker,17086
World Championship,23534,2022,Last 16,Michael Smith,6025,Jonny Clayton,6861,4,3,Michael Smith,6025,Jonny Clayton,6861
World Championship,23534,2022,Last 16,Gerwyn Price,16492,Dirk van Duijvenbode,10070,4,1,Gerwyn Price,16492,Dirk van Duijvenbode,10070
World Championship,23534,2022,Quarter Final,Gary Anderson,181,Luke Humphries,11822,5,2,Gary Anderson,181,Luke Humphries,11822
World Championship,23534,2022,Quarter Final,Peter Wright,1463,Callan Rydz,25544,5,4,Peter Wright,1463,Callan Rydz,25544
World Championship,23534,2022,Quarter Final,James Wade,11,Mervyn King,168,5,0,James Wade,11,Mervyn King,168
World Championship,23534,2022,Quarter Final,Michael Smith,6025,Gerwyn Price,16492,5,4,Michael Smith,6025,Gerwyn Price,16492
World Championship,23534,2022,Semi Final,Peter Wright,1463,Gary Anderson,181,6,4,Peter Wright,1463,Gary Anderson,181
World Championship,23534,2022,Semi Final,Michael Smith,6025,James Wade,11,6,3,Michael Smith,6025,James Wade,11
World Championship,23534,2022,Final,Peter Wright,1463,Michael Smith,6025,7,5,Peter Wright,1463,Michael Smith,6025
World Championship,25076,2023,Last 96,Martijn Kleermaker,17086,Xicheng Han,76104,3,0,Martijn Kleermaker,17086,Xicheng Han,76104
World Championship,25076,2023,Last 96,Madars Razma,9017,Prakash Jiwa,6527,3,1,Madars Razma,9017,Prakash Jiwa,6527
World Championship,25076,2023,Last 96,Danny Baggish,14452,Matt Campbell,18872,3,0,Danny Baggish,14452,Matt Campbell,18872
World Championship,25076,2023,Last 96,Scott Williams,74395,Ryan Joyce,16151,3,1,Scott Williams,74395,Ryan Joyce,16151
World Championship,25076,2023,Last 96,Darius Labanauskas,4333,John O'Shea,8847,3,2,Darius Labanauskas,4333,John O'Shea,8847
World Championship,25076,2023,Last 96,Karel Sedlacek,4885,Raymond Smith,6978,3,0,Karel Sedlacek,4885,Raymond Smith,6978
World Championship,25076,2023,Last 96,Mike de Decker,16530,Jeff Smith,4965,3,1,Mike de Decker,16530,Jeff Smith,4965
World Championship,25076,2023,Last 96,Lewy Williams,74969,Niels Zonneveld,66017,3,0,Lewy Williams,74969,Niels Zonneveld,66017
World Championship,25076,2023,Last 96,Josh Rock,74975,José Justicia,7584,3,1,Josh Rock,74975,José Justicia,7584
World Championship,25076,2023,Last 96,Boris Krcmar,6571,Toru Suzuki,74972,3,0,Boris Krcmar,6571,Toru Suzuki,74972
World Championship,25076,2023,Last 96,Jimmy Hendriks,9836,Jamie Hughes,3833,3,1,Jimmy Hendriks,9836,Jamie Hughes,3833
World Championship,25076,2023,Last 96,Danny Van Trijp,55091,Steve Beaton,33,3,0,Danny Van Trijp,55091,Steve Beaton,33
World Championship,25076,2023,Last 96,Danny Jansen,73605,Paolo Nebrida,17914,3,2,Danny Jansen,73605,Paolo Nebrida,17914
World Championship,25076,2023,Last 96,Lourence Ilagan,2167,Rowby-John Rodriguez,9750,3,2,Lourence Ilagan,2167,Rowby-John Rodriguez,9750
World Championship,25076,2023,Last 96,Grant Sampson,15975,Keane Barry,25478,3,1,Grant Sampson,15975,Keane Barry,25478
World Championship,25076,2023,Last 96,Mickey Mansell,4083,Ben Robb,65862,3,1,Mickey Mansell,4083,Ben Robb,65862
World Championship,25076,2023,Last 96,Leonard Gates,4935,Geert Nentjes,23012,3,1,Leonard Gates,4935,Geert Nentjes,23012
World Championship,25076,2023,Last 96,Andrew Gilding,10168,Robert Owen,16502,3,2,Andrew Gilding,10168,Robert Owen,16502
World Championship,25076,2023,Last 96,Cameron Menzies,5202,Diogo Portela,16009,3,1,Cameron Menzies,5202,Diogo Portela,16009
World Championship,25076,2023,Last 96,Florian Hempel,48918,Keegan Brown,10548,3,2,Florian Hempel,48918,Keegan Brown,10548
World Championship,25076,2023,Last 96,Adrian Lewis,5,Daniel Larsson,2381,3,0,Adrian Lewis,5,Daniel Larsson,2381
World Championship,25076,2023,Last 96,Ricky Evans,1734,Fallon Sherrock,12670,3,1,Ricky Evans,1734,Fallon Sherrock,12670
World Championship,25076,2023,Last 96,Martin Lukeman,17360,Nobuhiro Yamamoto,17772,3,0,Martin Lukeman,17360,Nobuhiro Yamamoto,17772
World Championship,25076,2023,Last 96,Nathan Rafferty,20144,Jermaine Wattimena,7462,3,2,Nathan Rafferty,20144,Jermaine Wattimena,7462
World Championship,25076,2023,Last 96,Alan Soutar,2201,Mal Cuming,13856,3,0,Alan Soutar,2201,Mal Cuming,13856
World Championship,25076,2023,Last 96,David Cameron,4960,Ritchie Edhouse,17485,3,2,David Cameron,4960,Ritchie Edhouse,17485
World Championship,25076,2023,Last 96,William O'Connor,8798,Beau Greaves,17723,3,0,William O'Connor,8798,Beau Greaves,17723
World Championship,25076,2023,Last 96,Jim Williams,4588,Sebastian Białecki,55168,3,2,Jim Williams,4588,Sebastian Białecki,55168
World Championship,25076,2023,Last 96,Simon Whitlock,1500,Christian Perez,9234,3,2,Simon Whitlock,1500,Christian Perez,9234
World Championship,25076,2023,Last 96,Adam Gawlas,74032,Richie Burnett,51,3,2,Adam Gawlas,74032,Richie Burnett,51
World Championship,25076,2023,Last 96,Ryan Meikle,18296,Lisa Ashton,5619,3,2,Ryan Meikle,18296,Lisa Ashton,5619
World Championship,25076,2023,Last 96,Luke Woodhouse,10621,Vladyslav Omelchenko,71597,3,0,Luke Woodhouse,10621,Vladyslav Omelchenko,71597
World Championship,25076,2023,Last 64,Chris Dobey,16076,Martijn Kleermaker,17086,3,0,Chris Dobey,16076,Martijn Kleermaker,17086
World Championship,25076,2023,Last 64,Gary Anderson,181,Madars Razma,9017,3,1,Gary Anderson,181,Madars Razma,9017
World Championship,25076,2023,Last 64,Mervyn King,168,Danny Baggish,14452,3,2,Mervyn King,168,Danny Baggish,14452
World Championship,25076,2023,Last 64,Rob Cross,18934,Scott Williams,74395,3,1,Rob Cross,18934,Scott Williams,74395
World Championship,25076,2023,Last 64,Ross Smith,1596,Darius Labanauskas,4333,3,1,Ross Smith,1596,Darius Labanauskas,4333
World Championship,25076,2023,Last 64,Dirk van Duijvenbode,10070,Karel Sedlacek,4885,3,2,Dirk van Duijvenbode,10070,Karel Sedlacek,4885
World Championship,25076,2023,Last 64,Mensur Suljovic,1933,Mike de Decker,16530,3,0,Mensur Suljovic,1933,Mike de Decker,16530
World Championship,25076,2023,Last 64,Michael van Gerwen,1395,Lewy Williams,74969,3,0,Michael van Gerwen,1395,Lewy Williams,74969
World Championship,25076,2023,Last 64,Josh Rock,74975,Callan Rydz,25544,3,0,Josh Rock,74975,Callan Rydz,25544
World Championship,25076,2023,Last 64,Nathan Aspinall,13326,Boris Krcmar,6571,3,1,Nathan Aspinall,13326,Boris Krcmar,6571
World Championship,25076,2023,Last 64,Brendan Dolan,1607,Jimmy Hendriks,9836,3,1,Brendan Dolan,1607,Jimmy Hendriks,9836
World Championship,25076,2023,Last 64,Jonny Clayton,6861,Danny Van Trijp,55091,3,0,Jonny Clayton,6861,Danny Van Trijp,55091
World Championship,25076,2023,Last 64,Krzysztof Ratajski,5422,Danny Jansen,73605,3,1,Krzysztof Ratajski,5422,Danny Jansen,73605
World Championship,25076,2023,Last 64,Dimitri van den Bergh,11656,Lourence Ilagan,2167,3,0,Dimitri van den Bergh,11656,Lourence Ilagan,2167
World Championship,25076,2023,Last 64,Kim Huybrechts,1633,Grant Sampson,15975,3,0,Kim Huybrechts,1633,Grant Sampson,15975
World Championship,25076,2023,Last 64,Peter Wright,1463,Mickey Mansell,4083,3,0,Peter Wright,1463,Mickey Mansell,4083
World Championship,25076,2023,Last 64,Stephen Bunting,192,Leonard Gates,4935,3,1,Stephen Bunting,192,Leonard Gates,4935
World Championship,25076,2023,Last 64,Dave Chisnall,4101,Andrew Gilding,10168,3,1,Dave Chisnall,4101,Andrew Gilding,10168
World Championship,25076,2023,Last 64,Vincent van der Voort,1499,Cameron Menzies,5202,3,0,Vincent van der Voort,1499,Cameron Menzies,5202
World Championship,25076,2023,Last 64,Luke Humphries,11822,Florian Hempel,48918,3,2,Luke Humphries,11822,Florian Hempel,48918
World Championship,25076,2023,Last 64,Damon Heta,4842,Adrian Lewis,5,3,0,Damon Heta,4842,Adrian Lewis,5
World Championship,25076,2023,Last 64,Joe Cullen,6487,Ricky Evans,1734,3,1,Joe Cullen,6487,Ricky Evans,1734
World Championship,25076,2023,Last 64,Martin Schindler,16749,Martin Lukeman,17360,3,1,Martin Schindler,16749,Martin Lukeman,17360
World Championship,25076,2023,Last 64,Michael Smith,6025,Nathan Rafferty,20144,3,0,Michael Smith,6025,Nathan Rafferty,20144
World Championship,25076,2023,Last 64,Alan Soutar,2201,Daryl Gurney,2479,3,0,Alan Soutar,2201,Daryl Gurney,2479
World Championship,25076,2023,Last 64,Danny Noppert,13202,David Cameron,4960,3,1,Danny Noppert,13202,David Cameron,4960
World Championship,25076,2023,Last 64,Gabriel Clemens,3097,William O'Connor,8798,3,0,Gabriel Clemens,3097,William O'Connor,8798
World Championship,25076,2023,Last 64,Jim Williams,4588,James Wade,11,3,2,Jim Williams,4588,James Wade,11
World Championship,25076,2023,Last 64,Jose de Sousa,12892,Simon Whitlock,1500,3,2,Jose de Sousa,12892,Simon Whitlock,1500
World Championship,25076,2023,Last 64,Ryan Searle,10584,Adam Gawlas,74032,3,0,Ryan Searle,10584,Adam Gawlas,74032
World Championship,25076,2023,Last 64,Raymond van Barneveld,2,Ryan Meikle,18296,3,1,Raymond van Barneveld,2,Ryan Meikle,18296
World Championship,25076,2023,Last 64,Gerwyn Price,16492,Luke Woodhouse,10621,3,1,Gerwyn Price,16492,Luke Woodhouse,10621
World Championship,25076,2023,Last 32,Chris Dobey,16076,Gary Anderson,181,4,1,Chris Dobey,16076,Gary Anderson,181
World Championship,25076,2023,Last 32,Rob Cross,18934,Mervyn King,168,4,1,Rob Cross,18934,Mervyn King,168
World Championship,25076,2023,Last 32,Dirk van Duijvenbode,10070,Ross Smith,1596,4,3,Dirk van Duijvenbode,10070,Ross Smith,1596
World Championship,25076,2023,Last 32,Michael van Gerwen,1395,Mensur Suljovic,1933,4,2,Michael van Gerwen,1395,Mensur Suljovic,1933
World Championship,25076,2023,Last 32,Josh Rock,74975,Nathan Aspinall,13326,4,3,Josh Rock,74975,Nathan Aspinall,13326
World Championship,25076,2023,Last 32,Jonny Clayton,6861,Brendan Dolan,1607,4,1,Jonny Clayton,6861,Brendan Dolan,1607
World Championship,25076,2023,Last 32,Dimitri van den Bergh,11656,Krzysztof Ratajski,5422,4,1,Dimitri van den Bergh,11656,Krzysztof Ratajski,5422
World Championship,25076,2023,Last 32,Kim Huybrechts,1633,Peter Wright,1463,4,1,Kim Huybrechts,1633,Peter Wright,1463
World Championship,25076,2023,Last 32,Stephen Bunting,192,Dave Chisnall,4101,4,2,Stephen Bunting,192,Dave Chisnall,4101
World Championship,25076,2023,Last 32,Luke Humphries,11822,Vincent van der Voort,1499,4,3,Luke Humphries,11822,Vincent van der Voort,1499
World Championship,25076,2023,Last 32,Joe Cullen,6487,Damon Heta,4842,4,0,Joe Cullen,6487,Damon Heta,4842
World Championship,25076,2023,Last 32,Michael Smith,6025,Martin Schindler,16749,4,3,Michael Smith,6025,Martin Schindler,16749
World Championship,25076,2023,Last 32,Alan Soutar,2201,Danny Noppert,13202,4,2,Alan Soutar,2201,Danny Noppert,13202
World Championship,25076,2023,Last 32,Gabriel Clemens,3097,Jim Williams,4588,4,3,Gabriel Clemens,3097,Jim Williams,4588
World Championship,25076,2023,Last 32,Jose de Sousa,12892,Ryan Searle,10584,4,3,Jose de Sousa,12892,Ryan Searle,10584
World Championship,25076,2023,Last 32,Gerwyn Price,16492,Raymond van Barneveld,2,4,0,Gerwyn Price,16492,Raymond van Barneveld,2
World Championship,25076,2023,Last 16,Chris Dobey,16076,Rob Cross,18934,4,2,Chris Dobey,16076,Rob Cross,18934
World Championship,25076,2023,Last 16,Michael van Gerwen,1395,Dirk van Duijvenbode,10070,4,1,Michael van Gerwen,1395,Dirk van Duijvenbode,10070
World Championship,25076,2023,Last 16,Jonny Clayton,6861,Josh Rock,74975,4,3,Jonny Clayton,6861,Josh Rock,74975
World Championship,25076,2023,Last 16,Dimitri van den Bergh,11656,Kim Huybrechts,1633,4,0,Dimitri van den Bergh,11656,Kim Huybrechts,1633
World Championship,25076,2023,Last 16,Stephen Bunting,192,Luke Humphries,11822,4,1,Stephen Bunting,192,Luke Humphries,11822
World Championship,25076,2023,Last 16,Michael Smith,6025,Joe Cullen,6487,4,1,Michael Smith,6025,Joe Cullen,6487
World Championship,25076,2023,Last 16,Gabriel Clemens,3097,Alan Soutar,2201,4,1,Gabriel Clemens,3097,Alan Soutar,2201
World Championship,25076,2023,Last 16,Gerwyn Price,16492,Jose de Sousa,12892,4,1,Gerwyn Price,16492,Jose de Sousa,12892
World Championship,25076,2023,Quarter Final,Michael van Gerwen,1395,Chris Dobey,16076,5,0,Michael van Gerwen,1395,Chris Dobey,16076
World Championship,25076,2023,Quarter Final,Dimitri van den Bergh,11656,Jonny Clayton,6861,5,3,Dimitri van den Bergh,11656,Jonny Clayton,6861
World Championship,25076,2023,Quarter Final,Michael Smith,6025,Stephen Bunting,192,5,3,Michael Smith,6025,Stephen Bunting,192
World Championship,25076,2023,Quarter Final,Gabriel Clemens,3097,Gerwyn Price,16492,5,1,Gabriel Clemens,3097,Gerwyn Price,16492
World Championship,25076,2023,Semi Final,Michael van Gerwen,1395,Dimitri van den Bergh,11656,6,0,Michael van Gerwen,1395,Dimitri van den Bergh,11656
World Championship,25076,2023,Semi Final,Michael Smith,6025,Gabriel Clemens,3097,6,2,Michael Smith,6025,Gabriel Clemens,3097
World Championship,25076,2023,Final,Michael Smith,6025,Michael van Gerwen,1395,7,4,Michael Smith,6025,Michael van Gerwen,1395
World Championship,25124,2024,Last 96,Man Lok Leung,60372,Gian van Veen,21491,3,2,Man Lok Leung,60372,Gian van Veen,21491
